daily_price,lead_time,adults,children,repeated_guest,total_book,pre_cancel,pre_not_cancel,arr_date,arr_week,week_nights,weekend_nights,meal_plan,parking,special_req,canceled
85.0,96,2,0,0,0,0,0,2018-08-28,35,1,2,HB,0,0,0
115.0,256,2,0,0,0,0,0,2016-06-15,24,2,0,HB,0,1,0
62.0,278,2,0,0,1,1,0,2015-07-22,30,2,0,BB,0,0,1
62.0,313,2,0,0,1,1,0,2015-08-26,35,2,0,BB,0,0,1
81.0,18,2,0,0,0,0,0,2018-02-26,9,2,0,RO,0,0,0
90.0,333,2,0,0,1,1,0,2016-09-20,38,2,0,BB,0,0,1
141.5,184,2,0,0,0,0,0,2017-08-08,32,2,0,BB,0,0,0
118.8,10,2,0,0,0,0,0,2016-03-01,9,5,0,BB,0,0,0
38.0,292,2,0,0,0,0,0,2016-11-03,44,1,0,BB,0,0,1
214.0,26,3,0,0,0,0,0,2017-04-22,16,1,2,BB,0,2,0
160.2,60,2,0,0,0,0,0,2017-04-10,15,2,1,HB,0,0,0
88.76,124,2,0,0,0,0,0,2016-06-30,26,2,0,BB,0,1,0
171.0,47,2,0,0,0,0,0,2015-09-05,36,4,2,FB,0,2,0
99.45,149,2,0,0,0,0,0,2016-07-12,28,4,0,BB,0,1,0
160.0,164,1,0,0,0,0,0,2017-05-15,20,2,1,BB,0,0,1
90.95,89,2,0,0,0,0,0,2018-04-10,15,3,2,BB,0,1,0
139.0,13,2,0,0,0,0,0,2017-04-10,15,0,1,BB,0,0,0
124.0,12,2,0,0,0,0,0,2015-09-14,38,2,1,BB,0,3,0
94.5,273,2,0,0,0,0,0,2016-06-24,25,2,1,BB,0,0,1
50.0,3,1,0,1,2,0,2,2017-01-12,2,1,0,BB,1,2,0
204.62,306,2,2,0,0,0,0,2017-07-29,30,5,2,BB,0,1,1
109.65,27,2,0,0,0,0,0,2016-06-15,24,3,0,BB,0,0,1
141.1,7,2,0,0,0,0,0,2016-08-19,33,1,0,BB,0,1,0
95.0,192,1,0,0,0,0,0,2016-06-24,25,2,0,BB,0,0,0
93.6,87,2,0,0,0,0,0,2018-12-16,50,2,0,BB,0,2,0
119.0,37,1,0,0,0,0,0,2018-10-27,43,3,0,BB,0,1,0
61.0,276,2,0,0,0,0,0,2018-05-13,19,3,2,BB,0,0,1
150.0,147,2,1,0,0,0,0,2016-07-18,29,3,1,HB,0,2,0
160.0,42,2,0,0,0,0,0,2017-05-21,20,2,2,SC,0,1,0
97.82,47,2,0,0,0,0,0,2018-10-16,42,3,2,BB,0,1,0
113.0,69,2,0,0,0,0,0,2015-09-06,36,5,2,BB,1,3,0
64.9,245,2,0,0,0,0,0,2016-06-09,23,10,4,BB,0,0,0
154.29,4,2,0,0,0,0,0,2017-04-10,15,5,2,SC,0,1,0
60.0,1,1,0,0,0,0,0,2018-02-28,9,1,2,BB,0,0,1
85.0,114,2,0,0,0,0,0,2016-02-26,8,4,2,BB,0,1,0
122.0,351,2,0,0,0,0,0,2017-05-25,21,5,2,HB,0,2,1
111.0,0,3,0,0,0,0,0,2016-02-16,7,1,0,BB,0,0,0
35.1,72,1,0,0,0,0,0,2016-04-09,14,5,2,BB,0,0,0
81.8,18,1,0,0,0,0,0,2016-02-06,5,1,2,BB,0,1,0
126.01,2,3,0,0,0,0,0,2017-01-15,2,2,2,BB,0,3,1
120.0,181,1,0,0,0,0,0,2018-10-11,41,2,0,BB,0,0,1
80.0,4,2,0,1,1,0,1,2016-04-30,17,1,0,BB,0,2,0
72.25,210,2,0,0,0,0,0,2016-08-15,33,5,2,BB,0,0,0
100.0,154,2,0,0,0,0,0,2016-09-28,39,5,2,BB,1,2,0
119.33,0,1,0,0,0,0,0,2018-05-30,22,2,1,BB,0,1,0
90.9,162,2,0,0,0,0,0,2016-10-25,43,4,0,BB,0,1,0
135.0,25,2,0,0,0,0,0,2016-09-15,37,3,2,SC,0,1,1
122.16,6,3,0,0,0,0,0,2018-04-21,16,3,0,BB,0,1,0
89.0,542,2,0,0,0,0,0,2016-09-26,39,5,2,HB,0,2,0
87.78,13,2,0,0,0,0,0,2018-10-25,43,3,0,RO,0,1,0
58.45,19,1,0,0,0,0,0,2016-11-14,46,3,1,BB,0,1,0
100.3,33,2,0,0,0,0,0,2017-03-05,9,3,2,BB,0,1,0
60.0,16,1,0,0,0,0,0,2015-08-08,32,2,2,BB,0,0,0
146.56,53,2,0,0,0,0,0,2015-07-27,31,5,2,HB,0,1,0
107.0,122,2,0,0,0,0,0,2018-03-27,13,1,2,HB,0,1,0
85.0,157,2,0,0,0,0,0,2017-06-25,25,4,2,BB,0,0,0
95.5,423,1,0,0,0,0,0,2017-07-22,29,1,1,HB,0,0,0
89.0,305,2,0,0,0,0,0,2016-11-04,44,2,1,BB,0,0,1
60.0,605,2,0,0,0,0,0,2016-10-17,42,2,1,BB,0,0,1
147.5,14,2,0,0,0,0,0,2018-04-29,17,2,2,BB,0,0,1
175.5,34,1,0,0,0,0,0,2016-10-13,41,2,0,BB,0,0,0
80.0,61,2,0,0,0,0,0,2017-01-25,4,2,0,BB,0,0,1
33.3,57,2,0,0,0,0,0,2016-12-07,49,4,0,BB,0,0,1
75.0,76,2,0,0,0,0,0,2016-12-07,49,2,0,BB,0,1,0
65.0,309,2,0,0,0,0,0,2016-05-13,19,2,1,BB,0,0,0
85.0,26,2,0,0,0,0,0,2018-10-16,42,0,2,BB,0,0,0
79.6,30,2,0,0,0,0,0,2016-01-31,4,0,2,BB,0,1,0
103.7,181,2,0,0,0,0,0,2016-07-26,30,4,0,BB,0,1,0
155.0,5,2,0,0,0,0,0,2018-08-22,34,4,1,BB,0,2,0
40.0,4,1,0,0,0,0,0,2015-09-15,38,2,0,BB,0,0,0
84.0,1,2,0,0,0,0,0,2015-12-01,49,1,0,BB,1,1,0
75.0,34,1,0,0,0,0,0,2017-01-18,3,1,0,BB,0,0,0
105.0,14,2,0,0,0,0,0,2018-07-21,29,2,0,BB,0,0,0
125.0,127,2,0,0,0,0,0,2017-08-09,32,2,0,SC,0,1,0
144.9,29,2,0,0,0,0,0,2015-09-03,36,3,1,HB,0,2,0
76.5,112,2,0,0,0,0,0,2017-07-22,29,4,0,BB,0,0,1
90.95,38,1,0,0,0,0,0,2018-08-21,34,0,2,BB,0,0,0
209.0,17,2,0,0,0,0,0,2016-07-24,29,5,2,BB,0,1,0
62.0,290,2,0,0,1,1,0,2015-08-03,32,3,1,BB,0,0,1
134.0,65,2,0,0,0,0,0,2018-08-26,34,2,2,BB,0,0,0
91.0,21,2,0,0,0,0,0,2018-03-07,10,0,1,BB,0,0,1
161.1,49,2,1,0,0,0,0,2018-08-21,34,0,2,BB,0,1,0
178.5,156,3,0,0,0,0,0,2017-06-08,23,3,0,BB,0,1,0
81.0,4,2,0,0,0,0,0,2016-06-04,22,1,0,BB,1,0,0
62.0,573,2,0,0,0,0,0,2017-02-02,5,2,0,BB,0,0,1
159.0,0,1,0,0,0,0,0,2017-05-17,20,1,0,SC,0,0,0
82.0,47,2,0,0,0,0,0,2016-12-24,51,1,2,BB,0,1,0
128.4,45,2,0,0,0,0,0,2018-06-08,23,3,0,BB,0,0,0
90.0,233,2,0,0,0,0,0,2016-10-14,41,2,1,BB,0,0,1
199.0,35,1,0,0,0,0,0,2016-11-07,45,3,1,BB,0,2,0
37.33,6,1,0,0,0,0,0,2017-11-22,47,1,2,BB,0,0,0
96.0,226,2,0,0,0,0,0,2016-08-27,34,1,1,HB,0,0,1
130.0,246,2,0,0,0,0,0,2017-06-02,22,2,1,BB,0,0,1
51.0,5,1,0,0,0,0,0,2016-03-01,9,1,0,BB,0,0,0
96.9,107,3,0,0,0,0,0,2016-08-20,33,1,2,HB,0,0,1
90.0,31,2,1,0,0,0,0,2017-10-26,43,2,1,BB,0,1,0
55.0,0,2,0,0,0,0,0,2016-03-11,10,1,0,BB,0,0,0
238.0,119,2,2,0,0,0,0,2017-06-24,25,5,2,HB,0,0,1
99.45,158,2,0,0,0,0,0,2016-07-03,26,3,2,BB,0,1,0
96.5,147,2,0,0,0,0,0,2016-04-04,14,3,1,BB,0,1,1
65.0,1,1,0,1,9,0,9,2016-05-03,18,3,0,BB,0,1,0
92.65,322,2,1,0,0,0,0,2017-02-05,5,4,2,BB,0,1,0
189.0,111,3,0,0,0,0,0,2016-07-23,29,3,2,HB,0,1,0
141.78,132,2,0,0,0,0,0,2017-07-29,30,6,3,BB,0,2,0
95.4,190,2,0,0,0,0,0,2016-05-05,18,3,0,BB,0,1,0
77.5,148,2,0,0,0,0,0,2015-12-31,53,3,1,BB,0,0,1
80.3,49,2,0,0,0,0,0,2016-03-04,9,2,1,BB,0,1,0
56.0,11,2,0,0,0,0,0,2016-10-09,40,0,1,BB,1,1,0
262.0,98,2,0,0,0,0,0,2017-08-11,32,5,2,HB,0,2,1
70.0,31,1,0,0,0,0,0,2018-02-04,5,2,0,BB,0,0,1
107.0,142,2,0,0,0,0,0,2016-06-20,25,2,1,BB,0,0,0
111.59,171,2,0,0,0,0,0,2016-08-30,35,5,2,BB,0,0,1
89.1,277,2,0,0,0,0,0,2017-07-13,28,3,0,SC,0,1,0
62.0,414,2,0,0,1,1,0,2015-12-05,49,1,2,BB,0,0,1
70.0,98,1,0,0,0,0,0,2015-11-23,48,3,1,BB,0,0,0
106.8,28,2,0,0,0,0,0,2016-03-28,13,4,1,BB,1,0,0
66.0,168,2,0,0,0,0,0,2016-03-30,13,4,1,BB,0,0,0
30.0,312,2,0,0,0,0,0,2017-03-05,9,5,2,BB,0,0,1
168.3,209,2,2,0,0,0,0,2016-07-22,29,1,0,BB,0,0,0
62.0,295,2,0,0,1,1,0,2015-08-08,32,2,2,BB,0,0,1
92.0,4,1,0,0,0,0,0,2016-03-07,10,0,1,HB,0,0,0
85.0,168,2,0,0,0,0,0,2016-04-22,16,2,1,BB,0,0,1
131.4,68,2,0,0,0,0,0,2018-06-30,26,2,0,BB,0,1,1
168.3,80,3,0,0,0,0,0,2016-09-12,37,2,1,BB,0,0,1
95.0,0,2,0,1,3,0,3,2016-04-14,15,1,0,BB,1,0,0
86.4,58,1,0,0,0,0,0,2016-11-18,46,2,1,BB,0,3,1
56.0,8,1,0,0,0,0,0,2018-03-01,9,3,0,BB,0,0,0
66.0,364,2,0,0,0,0,0,2016-10-12,41,4,1,BB,0,0,0
130.0,186,2,0,0,0,0,0,2017-05-30,22,2,0,BB,0,0,1
126.0,7,2,0,0,0,0,0,2017-09-19,38,2,2,BB,0,1,0
40.0,0,2,0,0,1,0,1,2017-01-09,2,0,1,BB,0,0,0
240.0,149,2,0,0,0,0,0,2017-08-17,33,3,1,BB,0,2,1
162.0,151,3,0,0,0,0,0,2018-09-23,38,2,2,BB,0,2,1
62.0,339,2,0,0,1,1,0,2015-09-21,39,1,1,BB,0,0,1
53.55,319,1,0,0,0,0,0,2016-06-03,22,10,4,HB,0,1,0
137.0,230,2,0,0,0,0,0,2016-09-06,36,5,0,HB,0,0,1
138.67,0,2,0,0,0,0,0,2015-10-01,40,3,0,BB,0,0,0
75.0,140,2,0,0,0,0,0,2015-11-18,47,3,0,BB,0,0,1
94.07,238,2,0,0,0,0,0,2018-09-01,35,4,2,BB,0,1,0
89.1,118,2,0,0,0,0,0,2017-03-29,13,3,0,BB,0,0,0
114.34,84,3,0,0,0,0,0,2016-05-13,19,2,1,SC,0,2,0
197.1,270,2,1,0,0,0,0,2017-06-03,22,1,2,BB,0,1,1
64.76,155,2,0,0,0,0,0,2016-06-09,23,10,4,BB,0,1,0
123.68,175,3,0,0,0,0,0,2018-08-24,34,4,0,BB,0,0,1
65.0,39,2,0,0,0,0,0,2016-12-27,52,1,0,BB,0,1,0
149.0,6,2,0,0,0,0,0,2016-10-31,44,2,1,BB,0,2,0
56.0,150,2,0,0,0,0,0,2017-05-15,20,7,3,BB,0,0,0
48.0,11,2,0,0,0,0,0,2016-02-13,6,5,2,BB,0,2,0
139.05,162,3,0,0,0,0,0,2018-08-21,34,2,2,BB,1,2,1
142.45,36,2,0,0,0,0,0,2018-11-08,45,2,0,RO,0,1,0
62.0,374,2,0,0,1,1,0,2015-10-26,44,1,1,BB,0,0,1
86.4,102,1,0,0,0,0,0,2017-02-11,6,4,2,BB,0,1,1
127.0,19,2,0,0,0,0,0,2016-04-30,17,1,1,HB,0,0,1
94.5,96,2,0,0,0,0,0,2015-07-11,28,1,2,HB,0,0,1
231.0,27,2,2,0,0,0,0,2018-07-06,27,2,0,BB,0,0,1
91.8,6,1,0,0,0,0,0,2017-03-03,9,2,2,SC,0,0,1
206.0,22,3,1,0,0,0,0,2016-06-21,25,2,0,BB,1,1,0
139.5,225,2,0,0,0,0,0,2017-08-09,32,3,0,BB,1,0,0
96.0,3,1,0,0,0,0,0,2015-09-03,36,2,0,BB,0,0,0
62.0,27,2,0,0,0,0,0,2015-07-27,31,1,1,BB,0,0,1
108.0,45,2,0,0,0,0,0,2018-08-31,35,2,0,RO,0,1,0
65.0,7,1,0,1,3,1,2,2017-08-28,35,1,0,BB,0,0,0
74.8,82,2,1,0,0,0,0,2016-11-19,46,5,2,SC,0,3,0
106.2,45,2,0,0,0,0,0,2016-04-28,17,1,0,BB,0,1,0
147.0,9,3,0,0,0,0,0,2016-05-25,21,1,0,BB,0,2,0
114.3,127,2,0,0,0,0,0,2018-07-10,28,0,2,BB,0,1,0
121.5,61,1,1,0,0,0,0,2016-07-23,29,1,1,BB,0,0,1
84.0,98,1,0,0,0,0,0,2015-11-23,48,2,1,FB,0,0,1
125.0,129,2,0,0,0,0,0,2017-08-15,33,4,0,SC,0,2,0
67.95,130,2,0,0,0,0,0,2016-12-31,52,4,2,BB,0,3,1
100.0,112,2,0,0,0,0,0,2018-06-02,22,2,0,BB,0,0,0
100.0,171,2,0,0,0,0,0,2017-07-30,30,2,2,BB,0,0,1
62.73,169,2,0,0,0,0,0,2016-08-22,34,3,1,SC,0,0,1
73.0,66,2,0,0,0,0,0,2016-04-09,14,6,2,BB,0,1,0
120.0,178,2,0,0,1,1,0,2016-04-28,17,3,0,BB,0,0,1
230.0,34,2,0,0,0,0,0,2017-07-31,31,4,1,BB,1,1,0
88.33,4,2,0,0,0,0,0,2017-04-30,17,1,2,BB,0,0,0
36.0,153,1,0,0,0,0,0,2015-10-29,44,3,0,BB,0,0,0
124.0,0,2,0,0,0,0,0,2015-12-31,53,1,0,BB,1,0,0
54.0,238,2,0,0,0,0,0,2017-02-10,6,2,0,HB,0,0,1
76.5,104,1,0,0,0,0,0,2018-04-15,15,2,2,BB,0,0,1
112.2,88,2,0,0,0,0,0,2015-10-05,41,1,1,HB,0,0,0
82.45,96,2,0,0,0,0,0,2018-08-11,32,2,0,BB,0,0,0
95.0,37,1,0,0,0,0,0,2016-10-13,41,3,0,BB,0,0,1
73.0,147,2,0,0,0,0,0,2016-03-28,13,5,2,HB,0,0,0
99.45,192,2,0,0,0,0,0,2018-08-04,31,3,1,BB,0,0,1
63.75,2,2,0,0,0,0,0,2017-12-17,50,2,0,RO,0,1,0
232.0,122,2,0,0,0,0,0,2017-07-15,28,4,2,HB,0,2,1
209.4,82,2,0,0,0,0,0,2015-08-02,31,3,2,HB,1,2,0
80.0,245,2,0,0,1,1,0,2015-09-25,39,1,0,HB,0,0,1
89.0,10,2,0,0,0,0,0,2016-04-17,15,0,1,SC,0,0,1
179.0,0,2,0,0,0,0,0,2018-09-15,37,1,0,BB,0,2,0
130.5,125,2,1,0,0,0,0,2016-07-29,30,1,0,BB,0,1,0
56.0,11,2,0,0,0,0,0,2015-10-30,44,2,1,BB,1,1,0
195.0,2,2,0,0,0,0,0,2018-09-22,38,1,0,BB,0,1,0
151.0,4,1,0,0,0,0,0,2018-07-05,27,1,0,BB,0,1,0
70.0,323,2,0,0,0,0,0,2016-05-17,20,4,0,BB,0,0,1
95.0,65,2,0,0,0,0,0,2017-05-28,21,1,2,BB,0,2,0
173.7,48,2,0,0,0,0,0,2018-10-15,42,2,2,HB,0,2,0
29.0,0,2,0,0,0,0,0,2016-01-23,3,1,0,BB,0,0,0
71.28,88,2,0,0,0,0,0,2017-02-14,7,1,0,SC,0,1,1
46.0,0,1,0,0,0,0,0,2016-03-17,11,1,0,BB,1,0,0
75.0,2,2,0,1,3,0,3,2016-01-06,1,1,0,BB,0,0,0
103.5,174,2,0,0,0,0,0,2018-08-07,32,1,2,RO,0,1,1
100.75,256,2,0,0,0,0,0,2018-10-16,42,3,2,BB,0,0,1
26.1,2,2,0,0,0,0,0,2016-02-07,5,4,2,BB,0,0,0
95.0,6,2,0,0,0,0,0,2017-04-02,13,0,1,BB,0,1,0
114.0,4,2,0,0,0,0,0,2015-10-18,42,4,2,BB,0,0,0
75.0,245,2,0,0,0,0,0,2018-06-17,24,2,0,BB,0,0,1
79.2,175,2,0,0,0,0,0,2017-03-17,11,2,1,SC,0,1,1
98.1,4,1,0,0,0,0,0,2016-09-26,39,1,1,BB,0,0,1
92.65,61,3,0,0,0,0,0,2018-11-12,46,3,2,BB,0,2,0
130.5,99,2,0,0,0,0,0,2017-04-12,15,2,0,BB,1,0,0
86.4,3,2,0,0,0,0,0,2017-03-09,10,1,0,BB,0,0,0
149.4,202,3,0,0,0,0,0,2017-04-09,14,1,2,BB,0,2,0
84.6,164,1,0,0,0,0,0,2017-07-30,30,0,2,BB,0,1,0
85.0,57,2,0,0,0,0,0,2016-08-05,31,2,1,BB,0,0,0
77.25,24,2,0,0,0,0,0,2016-01-29,4,2,1,BB,0,1,1
80.0,333,1,0,0,1,1,0,2016-09-20,38,2,0,BB,0,0,1
126.9,144,2,0,0,0,0,0,2018-09-12,37,3,1,BB,0,3,0
75.0,134,1,0,0,0,0,0,2017-02-25,8,1,0,BB,0,0,1
330.0,33,2,2,0,0,0,0,2017-08-09,32,4,2,BB,0,1,0
120.0,317,2,0,0,0,0,0,2018-09-15,37,2,0,BB,0,0,1
168.3,69,3,0,0,0,0,0,2016-09-08,36,3,1,BB,0,2,0
138.5,165,2,1,0,0,0,0,2017-06-21,25,10,4,BB,0,1,0
42.43,78,2,0,0,0,0,0,2016-04-12,15,5,0,BB,0,2,0
62.0,16,2,0,0,0,0,0,2015-08-08,32,2,2,BB,0,0,0
96.0,104,2,0,0,0,0,0,2016-04-05,14,2,0,HB,0,0,1
67.43,162,2,0,0,0,0,0,2017-03-31,13,5,2,BB,0,0,1
50.0,0,2,0,1,2,0,2,2016-06-14,24,1,0,BB,0,0,0
169.2,55,3,0,0,0,0,0,2017-03-23,12,3,0,HB,0,3,1
75.0,22,2,0,0,0,0,0,2015-09-16,38,2,0,BB,0,0,0
156.0,17,2,0,0,0,0,0,2016-06-04,22,1,0,BB,0,1,0
88.0,0,2,0,0,0,0,0,2017-01-20,3,2,0,SC,0,0,0
210.0,188,3,0,0,0,0,0,2016-07-24,29,5,2,BB,0,0,0
77.33,2,2,0,0,0,0,0,2016-03-09,10,3,0,BB,1,1,0
190.0,40,3,0,0,0,0,0,2017-06-11,23,2,2,BB,0,1,1
87.31,355,2,0,0,0,0,0,2018-12-26,52,5,2,BB,0,0,1
130.67,87,2,0,0,0,0,0,2017-05-30,22,3,0,SC,0,0,1
133.95,23,3,0,0,0,0,0,2018-06-12,24,0,1,BB,1,0,0
80.0,103,2,0,0,0,0,0,2016-05-04,18,3,0,BB,0,0,0
76.5,35,2,0,0,0,0,0,2017-10-26,43,1,1,BB,0,1,0
80.1,0,2,0,0,0,0,0,2017-07-28,30,1,0,BB,0,0,0
133.33,56,1,0,0,0,0,0,2017-07-08,27,1,2,BB,0,1,0
151.0,16,2,0,0,0,0,0,2018-06-30,26,5,2,BB,0,1,0
44.8,73,2,0,0,1,1,0,2016-01-29,4,2,0,BB,0,1,1
107.41,54,2,0,0,1,0,1,2016-10-15,41,1,1,BB,0,1,0
105.3,125,2,0,0,0,0,0,2016-08-20,33,2,2,BB,0,3,0
70.0,6,2,0,0,0,0,0,2017-08-05,31,4,2,BB,0,0,0
205.0,75,2,2,0,0,0,0,2017-07-22,29,1,1,BB,0,0,0
90.0,408,2,0,0,0,0,0,2017-05-30,22,1,0,BB,0,0,1
